subject_prefix,course_number,title,class_level
NSC,4360,Introduction to Entrepreneurship in Neuroscience,Undergraduate
NSC,4361,Pathway Into Industrial Neuroscience,Undergraduate
NSC,4362,Molecular Neuroscience,Undergraduate
NSC,4363,Neuropharmacology,Undergraduate
NSC,4364,Journey into Medicine,Undergraduate
NSC,4366,Neuroanatomy,Undergraduate
NSC,4367,Developmental Neurobiology,Undergraduate
NSC,4371,Neural Plasticity,Undergraduate
NSC,4372,Neuroimmunology,Undergraduate
NSC,4373,Sensory Neuroscience,Undergraduate
NSC,4375,Honors Seminar,Undergraduate
NSC,4377,Neurogenetics,Undergraduate
NSC,4380,Neurology of Cognition,Undergraduate
NSC,4381,Health Disparities in Neuroscience,Undergraduate
NSC,4382,Neurobiology of Emotion,Undergraduate
NSC,4383,Human Neurophysiology Lab,Undergraduate
NSC,4385,Neuropsychology,Undergraduate
NSC,4388,Medical Physiology,Undergraduate
NSC,4389,Developmental Cognitive Neuroscience,Undergraduate
NSC,4394,Internship in Neuroscience,Undergraduate
NSC,4V75,Honors Seminar,Undergraduate
NSC,4V90,Special Topics in Neuroscience  - CV Honors:neurobiol of Disease,Undergraduate
NSC,4V95,Externship in Neuroscience,Undergraduate
NSC,4V96,Teaching Internship,Undergraduate
OB,6301,Organizational Behavior,Graduate
OB,6303,Managing Organizations,Graduate
OB,6307,Strategic Human Resource Management,Graduate
OB,6321,Principles of Leadership,Graduate
OB,6331,Power and Politics in Organizations,Graduate
OB,6332,Negotiation and Dispute Resolution,Graduate
OB,6V99,Special Topics in Organizational Behavior  - Craft Brewing Industry in Tx,Graduate
OB,7300,Organization Theory,Graduate
OB,7302,Organization Behavior,Graduate
OB,7306,Macro-Organizational Empirical Investigation,Graduate
OB,7310,Theory and Research in Group and Intergroup Processes,Graduate
OB,7312,Social Network Theory,Graduate
OB,7313,Seminar on Organizational Decision Making,Graduate
OBHR,3310,Organizational Behavior,Undergraduate
OBHR,3330,Introduction to Human Resource Management,Undergraduate
OBHR,4090,Management Internship,Undergraduate
OBHR,4300,Management of Non-Profit Organizations,Undergraduate
OBHR,4310,Business Ethics,Undergraduate
OBHR,4331,Compensation and Benefits Administration,Undergraduate
OBHR,4333,Performance Management,Undergraduate
OBHR,4334,Talent Acquisition and Management,Undergraduate
OBHR,4335,Training and Development,Undergraduate
OBHR,4336,Labor and Employee Relations,Undergraduate
OBHR,4337,HR Analytics,Undergraduate
OBHR,4339,Human Resource Management Technology and Systems,Undergraduate
OBHR,4350,Introduction to Leading and Managing,Undergraduate
OBHR,4352,Negotiation and Dispute Resolution,Undergraduate
OBHR,4354,Leading Organizational Change,Undergraduate
OBHR,4360,Capstone in Organizational Behavior,Undergraduate
OBHR,4361,The Human Resource Professional,Undergraduate
OBHR,4395,Capstone Senior Project - Human Resource Management,Undergraduate
OBHR,4V90,Management Internship,Undergraduate
OPRE,3310,Operations Management,Undergraduate
OPRE,3311,Introduction to Programming,Undergraduate
OPRE,3312,Object-Oriented Programming,Undergraduate
OPRE,3320,Supply Chain Management,Undergraduate
OPRE,3330,Project Management,Undergraduate
OPRE,3333,Quantitative Business Analysis,Undergraduate
OPRE,3340,Advanced Business Quantitative Methods,Undergraduate
OPRE,3360,Managerial Methods in Decision Making Under Uncertainty,Undergraduate
OPRE,3370,Managing Sustainable Operations,Undergraduate
OPRE,4090,Supply Chain Management Internship,Undergraduate
OPRE,4310,Lean and Six Sigma Processes,Undergraduate
OPRE,4320,Integrated SCM Information Systems,Undergraduate
OPRE,4330,Logistics and Inventory Management,Undergraduate
OPRE,4337,Marketing Analytics,Undergraduate
OPRE,4340,Purchasing and Sourcing Management,Undergraduate
OPRE,4345,Retail Operations,Undergraduate
OPRE,4350,Spreadsheet Modeling and Analytics,Undergraduate
OPRE,4353,Business Analytics,Undergraduate
OPRE,4357,Supply Chain Analytics,Undergraduate
OPRE,4360,Capstone Projects in Supply Chain Management,Undergraduate
OPRE,4362,Supply Chain Strategy,Undergraduate
OPRE,4373,Data Science for Business Applications,Undergraduate
OPRE,4395,Capstone Senior Project - Supply Chain Management,Undergraduate
OPRE,4V81,Individual Study in Supply Chain Management,Undergraduate
OPRE,4V90,Management Internship,Undergraduate
OPRE,4V91,Seminar Series in Supply Chain Management  - Soc Impct & Sustain Comm Eng,Undergraduate
OPRE,6009,Supply Chain Management Internship,Graduate
OPRE,6301,Quantitative Introduction to Risk and Uncertainty in Business,Graduate
OPRE,6302,Operations Management,Graduate
OPRE,6303,Quantitative Foundations of Business,Graduate
OPRE,6304,Operations Analytics,Graduate
OPRE,6305,Business Analytics With R,Graduate
OPRE,6324,Internet of Things,Graduate
OPRE,6325,Healthcare Operations Management,Graduate
OPRE,6332,Spreadsheet Modeling and Analytics,Graduate
OPRE,6334,Advanced Business Analytics With SAS,Graduate
OPRE,6335,Risk and Decision Analysis,Graduate
OPRE,6340,Flexible Manufacturing Strategies,Graduate
OPRE,6341,Retail Operations,Graduate
OPRE,6343,Applied Machine Learning,Graduate
OPRE,6346,Advanced Project Planning,Graduate
OPRE,6352,ERP Configurations and Implementation with SAP,Graduate
OPRE,6354,Quality Improvement in Healthcare  Six Sigma and Beyond,Graduate
OPRE,6355,Deal Making Strategies,Graduate
OPRE,6359,Statistics for Data Science,Graduate
OPRE,6362,Project Management in Engineering and Operations,Graduate
OPRE,6364,Lean Six Sigma,Graduate
OPRE,6366,Global Supply Chain Management,Graduate
OPRE,6367,Capstone Projects in Supply Chain Management,Graduate
OPRE,6369,Supply Chain Software,Graduate
OPRE,6370,Global Logistics and Transportation,Graduate
OPRE,6371,Purchasing  Sourcing and Contract Management,Graduate
OPRE,6377,Demand and Revenue Management,Graduate
OPRE,6378,Supply Chain Strategy,Graduate
OPRE,6379,Product Lifecycle Management,Graduate
OPRE,6382,Import and Export Trade Compliance,Graduate
OPRE,6389,Managing Energy  Risk  Investment  Technology,Graduate
OPRE,6390,Enterprise Resource Planning,Graduate
OPRE,6393,Database Foundations,Graduate
OPRE,6394,Technology and New Product Development,Graduate
OPRE,6398,Prescriptive Analytics,Graduate
OPRE,6399,Business Analytics With SAS,Graduate
OPRE,6V08,Special Topics in Operation Research  - Ai in Supply Chain,Graduate
OPRE,6V98,Supply Chain Management Internship,Graduate
OPRE,6V99,Special Topics in Operations Research  - Operations Analytics,Graduate
OPRE,7051,Seminar in Operations Management,Graduate
OPRE,7309,Behavioral Operations Management,Graduate
OPRE,7310,Probability and Stochastic Processes,Graduate
OPRE,7311,Stochastic Models in Operations Research,Graduate
OPRE,7318,Stochastic Dynamic Programming,Graduate
OPRE,7320,Optimal Control Theory and Applications,Graduate
OPRE,7330,Deterministic Models in Operations Research,Graduate
OPRE,7343,Modern Machine Learning Methods,Graduate
OPRE,7351,Seminar in Operations Management,Graduate
OPRE,7353,Optimization,Graduate
PA,2325,Introduction to Public Service,Undergraduate
PA,3306,Advanced Research and Writing for the Policy Sciences,Undergraduate
PA,3310,Public Management,Undergraduate
PA,3314,Financial Management,Undergraduate
PA,3333,Human Resources Management,Undergraduate
PA,3355,Introduction to the Nonprofit Sector,Undergraduate
PA,3377,Urban Planning and Policy,Undergraduate
PA,3378,Public Finance and Economics,Undergraduate
PA,3379,Diversity in the Public Sector,Undergraduate
PA,3380,Organizations  Theory and Behavior,Undergraduate
PA,3381,Field Research Methods,Undergraduate
PA,3382,Sustainable Communities  - Sustainable Communities,Undergraduate
PA,4317,Field Research Practicum,Undergraduate
PA,4335,Resource Development for Nonprofits,Undergraduate
PA,4340,Creating High Performance Organizations,Undergraduate
PA,4345,Negotiation and Conflict Resolution,Undergraduate
PA,4350,Public Agencies  Management and Ethics,Undergraduate
PA,4351,Urban Management,Undergraduate
PA,4352,Emerging Communication Strategies in Public Service Organizations,Undergraduate
PA,4355,Management of Nonprofit Organizations,Undergraduate
PA,4356,Starting a Nonprofit or Social Enterprise,Undergraduate
PA,4357,Measuring Social Impact,Undergraduate
PA,4370,Leadership,Undergraduate
PA,4386,Social Policy in Modern Societies,Undergraduate
PA,4390,Capstone - Social Entrepreneurship  Leading Change,Undergraduate
PA,4396,Topics in Public Administration  - Sustainable Food and Place,Undergraduate
PA,4V98,Internship,Undergraduate
PA,6300,Quality and Productivity Improvement in Government,Graduate
PA,6311,Public Management,Graduate
PA,6313,Public Policymaking and Institutions,Graduate
PA,6315,Evaluating Program and Organizational Performance,Graduate
PA,6318,Information Systems in Policy Environments,Graduate
PA,6319,Topics in Public Affairs  - Latin American Urban Affairs,Graduate
PA,6320,Organizational Theory,Graduate
PA,6321,Government Financial Management and Budgeting,Graduate
PA,6324,Urban Planning,Graduate
PA,6326,Decision Tools for Managers,Graduate
PA,6335,Resource Development for Nonprofit Organizations,Graduate
PA,6342,Local Economic Development,Graduate
PA,6344,Local Government Management,Graduate
PA,6345,Human Resources Management,Graduate
PA,6348,Navigating the Public Service Workplace,Graduate
PA,6349,Municipal Governance in Seoul  Korea,Graduate
PA,6350,Governmental Reporting and Financial Statement Analysis,Graduate
PA,6369,Grant Writing and Management,Graduate
PA,6370,Project and Contract Management,Graduate
PA,6374,Financial Management for Nonprofit Organizations,Graduate
PA,6382,Nonprofit Management,Graduate
PA,6386,Diversity Management,Graduate
PA,6387,Strategic Planning for Nonprofit,Graduate
PA,6389,Volunteer Management,Graduate
PA,6399,Capstone in Public Affairs,Graduate
PA,7305,Leadership and Change in Public and Nonprofit Organizations,Graduate
PA,7306,Foundations of Public Affairs,Graduate
PA,7314,Advanced Policy Process  Implementation and Evaluation,Graduate
PA,7320,Advanced Human Capital Research and Theory,Graduate
PA,7330,Research Design in Public Affairs,Graduate
PA,7350,Advanced Organizational Theory and Behavior,Graduate
PA,7360,Advanced Fiscal and Budgetary Policy,Graduate
PA,7375,Nonprofit Organizations  Theory and Practice,Graduate
PA,7381,Special Topics in Public Affairs  - Nonprofit Data Analytics,Graduate
PA,7384,Readings in Public Affairs,Graduate
PA,8330,Inside Washington  Policymaking from the Ground Up  - CV Honors,Graduate
PA,8331,Archer Center Independent Study and Research  - CV Honors,Graduate
PA,8332,Archer Center Washington Internship  - CV Honors,Graduate
PHIL,1301,Introduction to Philosophy,Undergraduate
PHIL,1305,Introduction to Philosophy of Religion,Undergraduate
PHIL,1306,Introduction to Ethics,Undergraduate
PHIL,1307,Introduction to Philosophy of Art,Undergraduate
PHIL,2303,Introduction to Logic,Undergraduate
PHIL,2316,History of Philosophy I,Undergraduate
PHIL,2317,History of Philosophy II,Undergraduate
PHIL,3309,Philosophy of Technology,Undergraduate
PHIL,3320,Medical Ethics,Undergraduate
PHIL,3321,Philosophical Traditions I  - Greek Philosophical Traditions,Undergraduate
PHIL,3322,Ancient Philosophy,Undergraduate
PHIL,3323,Early Modern Philosophy,Undergraduate
PHIL,3324,19th and 20th Century Philosophy,Undergraduate
PHIL,3328,History and Philosophy of Science and Medicine,Undergraduate
PHIL,3338,Literary Theory and Aesthetic Philosophy,Undergraduate
PHIL,3357,Confronting Death,Undergraduate
PHIL,3380,Twentieth Century Philosophy,Undergraduate
PHIL,3390,Topics in Philosophy  - Philosophy & the City,Undergraduate
PHIL,4305,Philosophical Concepts  - Nietzsche,Undergraduate
PHIL,4308,Theories of Knowledge,Undergraduate
PHIL,4321,Philosophy of Medicine,Undergraduate
PHIL,4322,Philosophical Traditions II,Undergraduate
PHIL,4323,Ethical Theories,Undergraduate
PHIL,4324,Social and Political Philosophy,Undergraduate
PHIL,4325,Philosophy of Art and Aesthetics,Undergraduate
PHIL,4326,Major Figures  - Kant & Hegel,Undergraduate
PHIL,4327,Great Texts  - Dewey's Art as Experience,Undergraduate
PHIL,4328,Philosophy Capstone Project,Undergraduate
PHIL,4330,Continental Philosophy,Undergraduate
PHIL,4331,Philosophy and Poetry,Undergraduate
PHIL,4332,Philosophy of Race,Undergraduate
PHIL,4333,Feminist Philosophy,Undergraduate
PHIL,4340,Philosophy of Art and Aesthetics,Undergraduate
PHIL,4380,Topics in Philosophy  - Philosophy of Emotion,Undergraduate
PHIL,4V71,Independent Study in Philosophy,Undergraduate
PHIL,6312,Chinese Philosophy,Graduate
PHIL,6314,Nineteenth and Twentieth Century Philosophy  - Analytic/continental Div,Graduate
PHIL,6322,Continental Philosophy,Graduate
PHIL,6325,Feminist and Queer Theory,Graduate
PHIL,6331,Philosophy and Poetry,Graduate
PHIL,6345,Philosophy of Emotion,Graduate
PHIL,6351,"History and Philosophy of Science and Technology  - Science, Tech & Postmodernism",Graduate
PHIL,6355,Magic  Science  and Religion,Graduate
PHIL,6360,Philosophical Issues and the Humanities,Graduate
PHIL,6362,Philosophy of History,Graduate
PHIL,6390,Topics in Philosophy  - Philosophy of Race,Graduate
PHIL,6391,Major Figures  - Karl Marx,Graduate
PHIL,6392,Great Texts  - Nietzsche's Zarathustra,Graduate
PHIL,7330,The History of Hermeneutics,Graduate
PHIL,7332,Topics in Recent Continental Philosophy  - Heidegger's Conversations,Graduate
PHIN,1100,Sports Conditioning,Undergraduate
PHIN,1102,Racquetball,Undergraduate
PHIN,1103,Beginning Tennis,Undergraduate
PHIN,1106,Aerobics,Undergraduate
PHIN,1120,Beginning Yoga,Undergraduate
PHIN,1121,Martial Arts and Self-Defense,Undergraduate
PHIN,1122,Physical Fitness and Conditioning,Undergraduate
PHIN,1129,Beginning Swimming,Undergraduate
PHIN,1130,Intermediate Swimming,Undergraduate
PHIN,2120,Open Water Scuba,Undergraduate
PHIN,2125,Intermediate Yoga,Undergraduate
PHYS,1100,The Fun of Physics,Undergraduate
PHYS,1101,College Physics Laboratory I,Undergraduate
PHYS,1102,College Physics Laboratory II,Undergraduate
PHYS,1301,College Physics I,Undergraduate
PHYS,1302,College Physics II,Undergraduate
PHYS,2125,Physics Laboratory I,Undergraduate
PHYS,2126,Physics Laboratory II,Undergraduate
PHYS,2303,Contemporary Physics,Undergraduate
PHYS,2325,Mechanics,Undergraduate
PHYS,2326,Electromagnetism and Waves,Undergraduate
PHYS,2421,Honors Physics I - Mechanics and Heat  - CV Honors,Undergraduate
PHYS,2422,Honors Physics II - Electromagnetism and Waves,Undergraduate
PHYS,3312,Classical Mechanics,Undergraduate
PHYS,3327,Electronics with Laboratory,Undergraduate
PHYS,3330,Numerical Methods in Physics and Computational Techniques,Undergraduate
PHYS,3380,Astronomy,Undergraduate
PHYS,3411,Theoretical Physics,Undergraduate
PHYS,3416,Electricity and Magnetism,Undergraduate
PHYS,3427,Electronics with Laboratory,Undergraduate
PHYS,4301,Quantum Mechanics I,Undergraduate
PHYS,4302,Quantum Mechanics II,Undergraduate
PHYS,4311,Thermodynamics and Statistical Mechanics,Undergraduate
PHYS,4328,Optics,Undergraduate
PHYS,4340,Introduction to Quantum Information,Undergraduate
PHYS,4346,Quantum Physics for Engineers and Programmers,Undergraduate
PHYS,4347,Quantum Network and Communication,Undergraduate
PHYS,4350,Quantum Algorithm and Software,Undergraduate
PHYS,4352,Concepts of Modern Physics,Undergraduate
PHYS,4371,Solid State Physics,Undergraduate
PHYS,4373,Physical Measurements Laboratory,Undergraduate
PHYS,4386,Elementary Particle Physics,Undergraduate
PHYS,4390,Senior Research,Undergraduate
PHYS,4392,Extragalactic Astrophysics,Undergraduate
PHYS,4399,Senior Honors Research in Physics,Undergraduate
PHYS,4V10,Special Topics in Physics,Undergraduate
PHYS,4V11,Topics in Physics  - Quantum Computing,Undergraduate
PHYS,5301,Mathematical Methods of Physics I,Graduate
PHYS,5302,Mathematical Methods of Physics II,Graduate
PHYS,5305,Monte Carlo Simulation Method and its Application,Graduate
PHYS,5311,Classical Mechanics,Graduate
PHYS,5313,Statistical Physics,Graduate
PHYS,5315,Scientific Computing,Graduate
PHYS,5319,Astronomy  Our Place in Space,Graduate
PHYS,5320,Electromagnetism I,Graduate
PHYS,5322,Electromagnetism II,Graduate
PHYS,5327,Comparative Planetology,Graduate
PHYS,5331,Conceptual Physics I  Force and Motion,Graduate
PHYS,5332,Conceptual Physics II  Particles and Systems,Graduate
PHYS,5333,Conceptual Physics III  Atoms  Charges  and Interactions,Graduate
PHYS,5336,Big Data and Machine Learning for Scientific Discovery,Graduate
PHYS,5341,Astrobiology,Graduate
PHYS,5371,Solid State Physics,Graduate
PHYS,5376,Introduction to Materials Science,Graduate
PHYS,5377,Computational Physics of Nanomaterials,Graduate
PHYS,5381,Space Science,Graduate
PHYS,5383,Plasma Technology,Graduate
PHYS,5391,Relativity I,Graduate
PHYS,5392,Relativity II,Graduate
PHYS,5395,Cosmology,Graduate
PHYS,5V48,Topics in Physics  - Big Data and Machine Learning,Graduate
PHYS,6300,Quantum Mechanics I,Graduate
PHYS,6301,Quantum Mechanics II,Graduate
PHYS,6340,Introduction to Quantum Information,Graduate
PHYS,6346,Quantum Physics for Engineers and Programmers,Graduate
PHYS,6347,Quantum Network and Communication,Graduate
PHYS,6350,Quantum Algorithm and Software,Graduate
PHYS,6383,Plasma Science,Graduate
PHYS,8V20,Research in Cosmology and Astrophysics,Graduate
PHYS,8V70,Research in Materials Physics,Graduate
PHYS,8V80,Research in Atmospheric and Space Physics,Graduate
PHYS,8V99,Dissertation,Graduate
PPOL,4300,Capstone in Public Policy,Undergraduate
PPOL,4301,Law  Science  and Policy,Undergraduate
PPOL,4302,Data and Policy,Undergraduate
PPOL,4310,Law and Terrorism,Undergraduate
PPOL,4311,Wicked Social Problems,Undergraduate
PPOL,4312,Death Penalty  the Law and Public Policy,Undergraduate
PPOL,4314,Family Violence and Public Policy  - Family Violence & Public Plcy,Undergraduate
PPOL,4319,Migration  From Despair to Hope  - Migration:from Despair to Hope,Undergraduate
PPOL,4325,Digital Economics and the Law,Undergraduate
PPOL,4396,Topics in Public Policy  - Family Violence and Public Pol,Undergraduate
PPPE,6301,Political-Economic Theories,Graduate
PPPE,6302,Political Violence and Conflict in Cyberspace,Graduate
PPPE,6303,Cyber Security Policy,Graduate
PPPE,6304,Open-Source Intelligence for Cyber Security and Policy,Graduate
PPPE,6308,Governance and Auditing Essentials for Cyber Security,Graduate
PPPE,6310,Research Design I,Graduate
PPPE,6312,Social-Economic Theories,Graduate
PPPE,6315,Legal Aspects of Cyber Security and Cyber Security Ethics,Graduate
PPPE,6321,Economics for Public Policy,Graduate
PPPE,6328,Capstone in Cyber Security and Policy,Graduate
PPPE,6329,Ethics  Culture  and Public Policy,Graduate
PPPE,6334,Workshop in Environmental and Health GIS Policy,Graduate
PPPE,6335,Institutions and Development,Graduate
PPPE,6338,Politics and Policy in China,Graduate
PPPE,6340,Domestic Social Policy,Graduate
PPPE,6341,Health Policy,Graduate
PPPE,6342,Research Design II,Graduate
PPPE,6343,Global Health Policy,Graduate
PPPE,6346,Economics of Climate Change,Graduate
PPPE,6347,Proseminar in Political Institutions and American Politics,Graduate
PPPE,6350,Social Stratification,Graduate
PPPE,6351,Politics of East Asia,Graduate
PPPE,6352,World Political Economy,Graduate
PPPE,6354,Theories and Issues of Development,Graduate
PPPE,6356,Health and Illness,Graduate
PPPE,6359,Political Economy of Economic Development,Graduate
PPPE,6361,Civil Conflict,Graduate
PPPE,6365,The Innovation Economy,Graduate
PPPE,6366,Law and Development,Graduate
PPPE,6367,Environmental Economics and Policy,Graduate
PPPE,6368,Political Economy of Finance,Graduate
PPPE,6369,National and International Security Strategies and Policies,Graduate
PPPE,6370,Political Economy of Natural Resources,Graduate
PPPE,6372,Faith  Ideology  and Development,Graduate
PPPE,6374,U S  Global Security and Public Opinion,Graduate
PPPE,6392,Practice of International Development,Graduate
PPPE,6V81,Special Topics in Political Economy  - Peace Operations,Graduate
PPPE,6V82,Special Topics in Social Policy  - Gender and Public Policy,Graduate
PPPE,7319,Economics of Education,Graduate
PPPE,7V26,Policy Research Workshop in Institutions and Processes,Graduate
PPPE,8398,Dissertation Seminar,Graduate
PPPE,8V97,Internship,Graduate
PSCI,3301,Political Theory,Undergraduate
PSCI,3303,Civil Liberties  - CV Honors,Undergraduate
PSCI,3306,Political Economy,Undergraduate
PSCI,3310,Public Management,Undergraduate
PSCI,3322,Constitutional Law,Undergraduate
PSCI,3323,American Federalism,Undergraduate
PSCI,3325,American Public Policy,Undergraduate
PSCI,3326,Politics and Business,Undergraduate
PSCI,3327,American Foreign Policy,Undergraduate
PSCI,3328,International Relations,Undergraduate
PSCI,3333,Political Behavior,Undergraduate
PSCI,3350,Comparative Politics,Undergraduate
PSCI,3351,Comparative Courts and Law,Undergraduate
PSCI,3353,Law and Gender,Undergraduate
PSCI,3362,The American Political Institutions,Undergraduate
PSCI,3364,Campaigns and Elections,Undergraduate
PSCI,4301,Law  Science  and Policy,Undergraduate
PSCI,4302,Data and Policy,Undergraduate
PSCI,4303,Ethnic Politics,Undergraduate
PSCI,4304,Energy and Environmental Politics and Policy,Undergraduate
PSCI,4306,Protest and Social Movements,Undergraduate
PSCI,4307,Predicting Politics,Undergraduate
PSCI,4308,Writing a Senior Thesis,Undergraduate
PSCI,4309,Politics of the European Union,Undergraduate
PSCI,4310,Law and Terrorism,Undergraduate
PSCI,4313,Politics of China,Undergraduate
PSCI,4314,Political Economy of East Asia,Undergraduate
PSCI,4316,Civil War and Conflict Resolution,Undergraduate
PSCI,4318,Foreign Aid and Development,Undergraduate
PSCI,4319,Political Polarization in America,Undergraduate
PSCI,4320,Political Psychology,Undergraduate
PSCI,4321,Media and Politics,Undergraduate
PSCI,4323,Innocence Project of Texas  - CV Honors,Undergraduate
PSCI,4325,Digital Economics and the Law,Undergraduate
PSCI,4326,Political Parties and Interest Groups,Undergraduate
PSCI,4328,Fake News,Undergraduate
PSCI,4329,Global Politics,Undergraduate
PSCI,4330,The Bible and Politics  - CV Honors,Undergraduate
PSCI,4331,Mexican Politics,Undergraduate
PSCI,4332,Latin American Politics,Undergraduate
PSCI,4334,Approaches to Peace,Undergraduate
PSCI,4341,Politics of the Judicial Process,Undergraduate
PSCI,4343,Congress and Public Policy,Undergraduate
PSCI,4344,Race and Redistricting,Undergraduate
PSCI,4347,The War on Drugs,Undergraduate
PSCI,4348,Terrorism,Undergraduate
PSCI,4354,Contemporary Political Thought,Undergraduate
PSCI,4356,International Political Economy,Undergraduate
PSCI,4357,Human Rights and the Rule of the Law,Undergraduate
PSCI,4359,International Conflict,Undergraduate
PSCI,4360,The Political Economy of Multinational Corporations,Undergraduate
PSCI,4363,International Law,Undergraduate
PSCI,4364,Civil Rights Law and Society,Undergraduate
PSCI,4370,Policy Making Process  - CV Honors,Undergraduate
PSCI,4372,Advocacy and Politics  - CV Honors,Undergraduate
PSCI,4373,Politics of National Memory  - CV Honors,Undergraduate
PSCI,4374,Policy Making in Austin  - CV Honors,Undergraduate
PSCI,4375,Advocacy in the State Legislature  - CV Honors,Undergraduate
PSCI,4376,Foreign Policy and Public Opinion,Undergraduate
PSCI,4377,Women and Politics,Undergraduate
PSCI,4378,Migration  Refugee and Asylum Policy and Law,Undergraduate
PSCI,4396,Selected Topics in Government and Politics  - CV Honors: Wrksp Innocence II,Undergraduate
PSCI,4398,Texas Legislative Fellowship  - CV Honors,Undergraduate
PSCI,4V66,Mock Trial,Undergraduate
PSCI,4V67,Moot Court  - CV Honors,Undergraduate
PSCI,4V76,Archer Center Washington Internship  - CV Honors,Undergraduate
PSCI,6300,Proseminar in Comparative Politics and International Relations,Graduate
PSCI,6301,Constitutional Law,Graduate
PSCI,6302,Political Violence and Conflict in Cyberspace,Graduate
PSCI,6303,Cyber Security Policy,Graduate
PSCI,6306,Human Rights and International Law,Graduate
PSCI,6308,Governance and Auditing Essentials for Cyber Security,Graduate
PSCI,6309,International Political Economy,Graduate
PSCI,6311,Proseminar in Law and Courts,Graduate
PSCI,6315,Legal Aspects of Cyber Security and Cyber Security Ethics,Graduate
PSCI,6316,International Organizations,Graduate
PSCI,6319,Proseminar in International Relations,Graduate
PSCI,6321,Proseminar in Comparative Politics,Graduate
PSCI,6324,Local and State Government and Politics,Graduate
PSCI,6328,Capstone in Cyber Security and Policy,Graduate
PSCI,6331,Executives  Legislatures and Public Policy,Graduate
PSCI,6333,Political and Civic Organizations,Graduate
PSCI,6335,Institutions and Development,Graduate
PSCI,6337,Comparative Institutions,Graduate
PSCI,6338,Politics and Policy in China,Graduate
PSCI,6339,Election Law and Electoral Systems,Graduate
PSCI,6342,Comparative Courts and Law,Graduate
PSCI,6343,Law and the Policy Process,Graduate
PSCI,6346,Economics of Climate Change,Graduate
PSCI,6347,Proseminar in Political Institutions and American Politics,Graduate
PSCI,6350,Logic  Methodology  and Scope of Political Science,Graduate
PSCI,6351,Politics of East Asia,Graduate
PSCI,6352,Empirical Democratic Theory,Graduate
PSCI,6355,Civil Resistance,Graduate
PSCI,6361,Civil Conflict,Graduate
PSCI,6364,Public Opinion and Survey Research,Graduate
PSCI,6365,U S  and International Asylum and Refugee Law,Graduate
PSCI,6374,U S  Global Security and Public Opinion,Graduate
PSCI,7318,Conflict Management,Graduate
PSCI,7330,International Conflict,Graduate
PSCI,7350,Institutions and Citizen Behavior,Graduate
PSCI,7372,Game Theory for Political Scientists,Graduate
PSCI,7380,Political Psychology,Graduate
PSCI,7381,Special Topics in Political Science  - Peace Operations,Graduate
PSY,1100,First Year Seminar,Undergraduate
PSY,2301,Introduction to Psychology,Undergraduate
PSY,2314,Lifespan Development,Undergraduate
PSY,2317,Statistics for Psychology,Undergraduate
PSY,2364,Animal Communication,Undergraduate
PSY,3100,Careers in Psychology,Undergraduate
PSY,3310,Child Development,Undergraduate
PSY,3322,Psychology of Adjustment,Undergraduate
PSY,3324,Psychology of Gender,Undergraduate
PSY,3331,Social Psychology,Undergraduate
PSY,3332,Social and Personality Development,Undergraduate
PSY,3333,Approaches to Clinical Psychology,Undergraduate
PSY,3336,Infancy,Undergraduate
PSY,3338,Adolescence,Undergraduate
PSY,3339,Educational Psychology,Undergraduate
PSY,3342,Exceptional Children,Undergraduate
PSY,3350,Psychology of Communication,Undergraduate
PSY,3351,Mass Communication and Behavior,Undergraduate
PSY,3352,Biological Psychology,Undergraduate
PSY,3355,Psychology of Creativity,Undergraduate
PSY,3360,Historical Perspectives on Psychology  Mind and Machines since 1600,Undergraduate
PSY,3361,Cognitive Psychology,Undergraduate
PSY,3362,Cognitive Development,Undergraduate
PSY,3370,Positive Psychology,Undergraduate
PSY,3392,Research Design and Analysis,Undergraduate
PSY,3393,Experimental Projects in Psychology,Undergraduate
PSY,4193,Internship Preparation,Undergraduate
PSY,4320,Psychology of Reasoning,Undergraduate
PSY,4323,Cultural Diversity and Psychology,Undergraduate
PSY,4324,The Psychology of Prejudice,Undergraduate
PSY,4325,Death and Dying,Undergraduate
PSY,4326,Clinical Psychological Science,Undergraduate
PSY,4328,Health Psychology,Undergraduate
PSY,4331,Personality,Undergraduate
PSY,4332,Psychology in the Workplace,Undergraduate
PSY,4343,Abnormal Psychology,Undergraduate
PSY,4344,Child Psychopathology,Undergraduate
PSY,4346,Human Sexuality,Undergraduate
PSY,4347,Marriage and Family Psychology,Undergraduate
PSY,4348,Sleep and Mental Health,Undergraduate
PSY,4352,Emerging Adulthood Development,Undergraduate
PSY,4359,Cognitive Neuroscience,Undergraduate
PSY,4365,Psychology of Music,Undergraduate
PSY,4372,Forensic Psychology,Undergraduate
PSY,4373,Psychological Assessment,Undergraduate
PSY,4375,Honors Seminar,Undergraduate
PSY,4377,Conflict Resolution,Undergraduate
PSY,4385,Neuropsychology,Undergraduate
PSY,4386,Adult Development and Aging,Undergraduate
PSY,4389,Developmental Cognitive Neuroscience,Undergraduate
PSY,4393,Language in Culture and Society,Undergraduate
PSY,4394,Internship in Psychology,Undergraduate
PSY,4395,Co-op Fieldwork,Undergraduate
PSY,4V75,Honors Seminar,Undergraduate
PSY,4V90,Special Topics in Psychology  - Emerging Adulthood,Undergraduate
PSY,4V99,Individual Study,Undergraduate
